Group,PAST_DUE_DAYS_ORD_STATUS,PAST_DUE_ORD_STATUS_DAYCOUNT,BRANCH NAME,BILL_NAME,Shipto,Business Unit,Mfr,Customer Part #,MFR Part #,CAT,Order Number, Value , Value-Alloc ,Ordered,Required,Commited,Resale,Qty,Alloc,Balance,Mtl Avl,Bos Avl,UK Avl,Asia Avl,PBO,CBO,POQ,MPQ,SOQ,ViaCode,Tariff Class,OS Name
Analog,> 14 Days,307,VIETNAM,KEY TRONIC VIET NAM COMPANY      ,KS047202,Analog,STG,550-0063-00,TDA7376B,2,8355.," 27,628.65 "," 2,631.30 ",1/5/2022 0:00,2/8/2023 0:00,1/1/2047 0:00,2.6313,10500,1000,9500.0,0,0,0,0,0,19500,500,25,25,DEWWDAP,MM168,"VO, DUCHIEU (A-2R)          "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,SMP,0535-872,CL05C200JB51PNC,1,167U61966,785.9,785.9,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00271,290000,290000,0.0,0,0,0,3310000,0,2600000,10000,10000,10000,DEWWDAP,KK123,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,SMP,0595-041,CL05Y105KP6VPNC,1,167U62145,1282.5,1282.5,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00675,190000,190000,0.0,0,0,0,0,0,76340000,10000,10000,10000,DEWWDAP,KK123,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,SMP,0595-041,CL05Y105KP6VPNC,1,167U62147,8775,8775,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00675,1300000,1300000,0.0,0,0,0,0,0,76340000,10000,10000,10000,DEWWDAP,KK123,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,SMP,0595-041,CL05Y105KP6VPNC,1,167U62146,1215,1215,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00675,180000,180000,0.0,0,0,0,0,0,76340000,10000,10000,10000,DEWWDAP,KK123,"MEDINA, MYLEEN (A-80)       "
Discrete,<= 14 Days,13,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Discrete,NP3,114100265,"PESD2CAN,215",1,3100002705, 585.00 , 585.00 ,8/8/2022 0:00,6/1/2023 0:00,8/12/2023 0:00,0.065,9000,9000,0.0,0,0,0,672000,639000,1569000,15000,3000,3000,ASSAFCA,LL017,"VU, STEVEN (A-2R)           "
Discrete,> 14 Days,97,SINGAPORE,TECHNOCOM SYSTEMS SDN BHD        ,TS978500,Discrete,LF,GBQ11886-11,0230004.MXP,1,4513814432,4324,4324,8/12/2022 0:00,2/7/2023 0:00,4/14/2024 0:00,0.092,47000,47000,0.0,0,0,0,0,0,47000,1000,1000,1000,ASMYFCA,KK086,"SOW, DOUGLAS (A-01)         "
Passive,<= 14 Days,6,SINGAPORE,AURORA TECHNOLOGY PTE LTD        ,AS982100,Passive,SMP,SOM15251,CL31B106KAHNFNE,1,AU00021211,719.4,719.4,8/4/2022 0:00,5/16/2023 0:00,1/1/2049 0:00,0.02398,30000,30000,0.0,0,276000,12000,40000,0,36000,200000,2000,2000,AMSGFCA25,KK123,"LOW, YUSONG (A-01)          "
Discrete,<= 14 Days,0,SINGAPORE,PCI PRIVATE LIMITED              ,PS064800,Discrete,MCC,GE1002419600,TBS30M-TP,1,4510314872,0,810,2/21/2023 0:00,6/16/2023 0:00,1/1/2049 0:00,0.045,0,18000,0.0,0,0,0,0,96000,132000,3000,3000,3000,AMIDFCA97,LL017,"LU, ADELINE (A-01)          "
Passive,> 14 Days,26,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Passive,PA3,HA-RES-0041-R,ERA-3AEB1273V,1,4601113261,128.5,128.5,6/14/2022 0:00,5/23/2023 0:00,1/1/2049 0:00,0.0257,5000,5000,0.0,0,0,0,10000,0,15000,5000,5000,5000,AMGEFOB24,KK143,"TEO, HAZEL (A-01)           "
Discrete,> 14 Days,61,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Discrete,VCC,LA795-085914-022R,LPC_022_CTP,1,4601146711,240,240,11/22/2022 0:00,6/15/2023 0:00,1/1/2049 0:00,0.24,1000,1000,0.0,0,0,0,0,0,2000,1000,1000,1000,AMGEFOB24,DD086,"TEO, HAZEL (A-01)           "
Discrete,> 14 Days,144,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Discrete,VCC,LA795-085914-022R,LPC_022_CTP,1,4601081877,240,240,2/14/2022 0:00,6/15/2023 0:00,1/1/2049 0:00,0.24,1000,1000,0.0,0,0,0,0,0,2000,1000,1000,1000,AMGEFOB24,DD086,"TEO, HAZEL (A-01)           "
Passive,> 14 Days,178,VIETNAM,CICOR ANAM LTD                   ,CS617900,Passive,SMP,4115186,CL21A226MAYNNNE,1,4500600784," 6,150.00 "," 6,150.00 ",6/20/2022 0:00,4/1/2023 0:00,6/22/2023 0:00,0.0205,300000,300000,0.0,0,126000,586000,1538000,1908000,3570000,200000,2000,2000,ASSAFCA,KK123,"VO, DUCHIEU (A-2R)          "
Passive,> 14 Days,62,VIETNAM,DATALOGIC VIETNAM LLC            ,DS669206,Passive,SMP,084000307,CL21A226MAYNNNE,1,4100370246," 3,760.00 "," 3,760.00 ",8/4/2021 0:00,4/17/2023 0:00,1/1/2047 0:00,0.02,188000,188000,0.0,0,126000,586000,1538000,1908000,3570000,200000,2000,2000,DEWWCPT24,KK123,"VO, DUCHIEU (A-2R)          "
Passive,> 14 Days,62,VIETNAM,DATALOGIC VIETNAM LLC            ,DS669206,Passive,SMP,084000307,CL21A226MAYNNNE,1,4100370246," 5,120.00 "," 5,120.00 ",8/4/2021 0:00,4/17/2023 0:00,1/1/2047 0:00,0.02,256000,256000,0.0,0,126000,586000,1538000,1908000,3570000,200000,2000,2000,DEWWCPT24,KK123,"VO, DUCHIEU (A-2R)          "
Passive,> 14 Days,41,VIETNAM,DATALOGIC VIETNAM LLC            ,DS669206,Passive,SMP,084000307,CL21A226MAYNNNE,1,4100364777," 4,200.00 "," 4,200.00 ",6/14/2021 0:00,5/8/2023 0:00,1/1/2047 0:00,0.02,210000,210000,0.0,0,126000,586000,1538000,1908000,3570000,200000,2000,2000,DEWWCPT24,KK123,"VO, DUCHIEU (A-2R)          "
Passive,<= 14 Days,7,PENANG,AMC CINCARIA SDN. BHD.           ,AS093301,Passive,YAG,1000-1224,RC0603FR-07210KL,3,6A05741,0,20,12/6/2022 0:00,6/10/2023 0:00,12/6/2023 0:00,0.001,0,20000,0.0,0,370000,270000,25000,0,145000,25000,5000,5000,DEWWDAP,KK143,FAI ASEAN HOUSE (FAIASEAN)  
Passive,<= 14 Days,7,PENANG,AMC CINCARIA SDN. BHD.           ,AS093301,Passive,YAG,1000-1224,RC0603FR-07210KL,3,6A06300,30,30,3/8/2023 0:00,6/10/2023 0:00,3/8/2024 0:00,0.001,30000,30000,0.0,0,370000,270000,25000,0,145000,25000,5000,5000,DEWWDAP,KK143,FAI ASEAN HOUSE (FAIASEAN)  
Passive,<= 14 Days,6,PENANG,AMC CINCARIA SDN. BHD.           ,AS093301,Passive,YAG,1000-1224,RC0603FR-07210KL,3,6A06300,30,30,3/8/2023 0:00,6/12/2023 0:00,3/8/2024 0:00,0.001,30000,30000,0.0,0,370000,270000,25000,0,145000,25000,5000,5000,DEWWDAP,KK143,FAI ASEAN HOUSE (FAIASEAN)  
Analog,<= 14 Days,3,SINGAPORE,ADDVALUE INNOVATION PTE LTD      ,AS674800,Analog,UBX,46C05021074,MAX-M8C-0,3,IP2206-0031,5405,5405,8/25/2022 0:00,6/15/2023 0:00,8/26/2023 0:00,10.81,500,500,0.0,0,1000,0,0,0,500,500,500,500,ASSGFCA,FCC06,FAI ASEAN HOUSE (FAIASEAN)  
Discrete,<= 14 Days,10,SINGAPORE,V.S. ELECTRONICS SDN. BHD        ,VS957805,Discrete,AVX,168907-01-01,F0603E2R00FSTR,1,099635,3528,1764,4/10/2023 0:00,6/5/2023 0:00,4/18/2024 0:00,0.1176,30000,15000,15000.0,0,0,0,0,39000,114000,3000,3000,3000,TGMYDAP,KK138,"YAP, TERENCE (A-01)         "
Passive,<= 14 Days,14,SINGAPORE,PCI PRIVATE LIMITED              ,PS955300,Passive,PA3,SC180-0011300,ERJ-2RKF1601X,1,4510303058,63,63,8/5/2022 0:00,6/2/2023 0:00,1/1/2049 0:00,0.00315,20000,20000,0.0,0,0,0,40000,10000,220000,10000,10000,10000,AMIDFCA97,KK143,"LU, ADELINE (A-01)          "
Discrete,> 14 Days,224,SINGAPORE,TECHNOCOM SYSTEMS SDN BHD        ,TS978500,Discrete,LF,FK2634165,PGB1010603MR,1,4513802430,180.8,180.8,4/18/2022 0:00,6/15/2023 0:00,12/16/2023 0:00,0.0226,8000,8000,0.0,0,0,0,9000,0,8000,1000,1000,1000,ASMYFCA,KK088,"SOW, DOUGLAS (A-01)         "
Discrete,> 14 Days,21,SINGAPORE,BEYONICS PRECISON (MALAYSIA) SDN ,BS955603,Discrete,INX,CA-828-69912-WHITE,IN-S63AT5UW-7225,1,2012043963,1400,1400,3/10/2022 0:00,5/28/2023 0:00,1/1/2049 0:00,0.035,40000,40000,0.0,0,0,0,0,80000,268000,12000,4000,4000,ASMYFCA25,LL009,"SOW, DOUGLAS (A-01)         "
Discrete,> 14 Days,122,SINGAPORE,OSI ELECTRONICS PTE LTD          ,OS956900,Discrete,INX,LD100449R2,IN-S63AT5UW-7225,1,PO00321502AUTO,980,980,6/14/2022 0:00,2/16/2023 0:00,1/1/2049 0:00,0.035,28000,28000,0.0,0,0,0,0,80000,268000,12000,4000,4000,ASIDFCA9,LL009,"NG, BRYAN (A-01)            "
Discrete,> 14 Days,24,SINGAPORE,BEYONICS PRECISON (MALAYSIA) SDN ,BS955603,Discrete,INX,CA-828-69912-WHITE,IN-S63AT5UW-7225,1,2012044544,1400,1400,6/2/2022 0:00,5/25/2023 0:00,1/1/2049 0:00,0.035,40000,40000,0.0,0,0,0,0,80000,268000,12000,4000,4000,ASMYFCA25,LL009,"SOW, DOUGLAS (A-01)         "
Passive,<= 14 Days,7,MANILA,SHIMADZU PHILIPPINES MFG INC.    ,SS695800,Passive,KOA,072-02025-10,CCF1N3.15TTE,1,238237,0,199.5,8/1/2022 0:00,6/9/2023 0:00,1/1/2049 0:00,0.1995,0,1000,0.0,0,0,0,0,2000,3000,1000,1000,1000,FEWWEXW,KK138,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,14,SINGAPORE,PCI PRIVATE LIMITED              ,PS955300,Passive,BCC,CG160-10131R00,CRCW020139R2FNED,1,4510275054,100,100,10/21/2021 0:00,4/20/2023 0:00,1/1/2047 0:00,0.002,50000,50000,0.0,0,20000,0,60000,100000,260000,20000,10000,10000,AMIDFCA97,KK143,"LU, ADELINE (A-01)          "
Passive,> 14 Days,301,SINGAPORE,PCI PRIVATE LIMITED              ,PS955300,Passive,BCC,CG160-10131R00,CRCW020139R2FNED,1,4510275054,240,240,10/21/2021 0:00,4/26/2023 0:00,12/20/2023 0:00,0.002,120000,120000,0.0,0,20000,0,60000,100000,260000,20000,10000,10000,AMIDFCA97,KK143,"LU, ADELINE (A-01)          "
Passive,> 14 Days,75,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,PA3,126100807,ETQ-P4M2R2KVK,1,3100002705," 2,240.00 "," 2,240.00 ",8/8/2022 0:00,3/1/2023 0:00,8/12/2023 0:00,0.28,8000,8000,0.0,0,0,0,0,0,167000,1000,1000,1000,ASSAFCA,KK011,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,40,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,PA3,126100807,ETQ-P4M2R2KVK,1,3100002705," 6,720.00 "," 6,720.00 ",8/8/2022 0:00,4/1/2023 0:00,8/12/2023 0:00,0.28,24000,24000,0.0,0,0,0,0,0,167000,1000,1000,1000,ASSAFCA,KK011,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,40,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,PA3,126100807,ETQ-P4M2R2KVK,1,3100002705," 3,640.00 "," 3,640.00 ",8/8/2022 0:00,5/1/2023 0:00,8/12/2023 0:00,0.28,13000,13000,0.0,0,0,0,0,0,167000,1000,1000,1000,ASSAFCA,KK011,"VU, STEVEN (A-2R)           "
Passive,<= 14 Days,13,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,PA3,126100807,ETQ-P4M2R2KVK,1,3100002705," 4,760.00 "," 4,760.00 ",8/8/2022 0:00,6/1/2023 0:00,8/12/2023 0:00,0.28,17000,17000,0.0,0,0,0,0,0,167000,1000,1000,1000,ASSAFCA,KK011,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,41,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,PA3,126100807,ETQ-P4M2R2KVK,1,3100002705, -   ," 2,520.00 ",8/8/2022 0:00,2/1/2023 0:00,8/12/2023 0:00,0.28,0,9000,0.0,0,0,0,0,0,167000,1000,1000,1000,ASSAFCA,KK011,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,41,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,PA3,126100807,ETQ-P4M2R2KVK,1,3100002705," 2,240.00 "," 1,400.00 ",8/8/2022 0:00,3/1/2023 0:00,8/12/2023 0:00,0.28,0,5000,0.0,0,0,0,0,0,167000,1000,1000,1000,ASSAFCA,KK011,"VU, STEVEN (A-2R)           "
Passive,<= 14 Days,14,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,PA3,126100807,ETQ-P4M2R2KVK,1,4100011338..," 1,960.00 "," 1,960.00 ",4/16/2023 0:00,6/1/2023 0:00,4/16/2024 0:00,0.28,7000,7000,0.0,0,0,0,0,0,167000,1000,1000,1000,ASSAFCA,KK011,"VU, STEVEN (A-2R)           "
Passive,<= 14 Days,14,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,PA3,126100807,ETQ-P4M2R2KVK,1,4100011913...," 1,680.00 "," 1,680.00 ",4/13/2023 0:00,6/1/2023 0:00,4/11/2024 0:00,0.28,6000,6000,0.0,0,0,0,0,0,167000,1000,1000,1000,ASSAFCA,KK011,"VU, STEVEN (A-2R)           "
Analog,<= 14 Days,6,SINGAPORE,ASMPT SINGAPORE PTE. LTD.        ,AS759005,Analog,ON,53-00538-S,MT9P031I12STM-DP,1,A712220337,34392,34392,11/17/2022 0:00,6/12/2023 0:00,1/1/2049 0:00,14.33,2400,2400,0.0,0,0,0,0,2400,4800,2400,2400,2400,MRWWCPT35,LL062,"CHIN, JUNGSENG (A-01)       "
Passive,<= 14 Days,0,SINGAPORE,CELESTICA ROMANIA SRL (4500)     ,CS112300,Passive,SGC,P000169870LGS,CL05B223KB5NNNC,1,4504119464,20.9,167.2,2/6/2023 0:00,5/29/2023 0:00,1/1/2049 0:00,0.00209,0,80000,0.0,0,0,0,0,220000,300000,50000,10000,10000,ASSAFCA,KK123,HOUSE SPORE-OEM (01)        
FLS,> 14 Days,46,SINGAPORE,VTECH COMMUNICATIONS TRADING     ,VS022304,FLS,LML,43-104018-000-R000,L130-4080003000X25,1,5310039019,210.5,210.5,10/6/2022 0:00,5/3/2023 0:00,5/3/2023 0:00,0.0421,5000,5000,0.0,0,0,0,225000,0,15000,100000,5000,5000,AMSGFCA,LL009,"NG, BRYAN (A-01)            "
FLS,<= 14 Days,6,SINGAPORE,VTECH COMMUNICATIONS TRADING     ,VS022304,FLS,LML,43-104018-000-R000,L130-4080003000X25,1,5310039646,421,421,11/3/2022 0:00,6/12/2023 0:00,1/1/2049 0:00,0.0421,10000,10000,0.0,0,0,0,225000,0,15000,100000,5000,5000,AMSGFCA,LL009,"NG, BRYAN (A-01)            "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,YAG,0578-153,AC0201FR-071KL,1,167U62078,364,364,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.0014,260000,260000,0.0,0,0,0,0,5220000,6740000,10000,10000,10000,DEWWDAP,KK143,"MEDINA, MYLEEN (A-80)       "
Analog,> 14 Days,180,SINGAPORE,BM NAGANO INDUSTRIES SDN. BHD.   ,BS643102,Analog,IFA,308-00040,BAT2402LSE6327XTSA1,2,C06900344,0,5700,5/26/2022 0:00,12/20/2022 0:00,5/26/2023 0:00,0.38,0,15000,0.0,0,0,0,0,0,15000,15000,15000,15000,AMMYFCA,LL017,"YAP, TERENCE (A-01)         "
Passive,> 14 Days,20,SINGAPORE,PCI PRIVATE LIMITED              ,PS955300,Passive,BCC,CG160-1016R00,CRCW08051M00JNEAC,1,4510297059,22,22,6/14/2022 0:00,3/27/2023 0:00,9/6/2023 0:00,0.0022,10000,10000,0.0,0,0,0,80000,0,35000,5000,5000,5000,AMIDFCA97,KK143,"LU, ADELINE (A-01)          "
Analog,> 14 Days,32,VIETNAM,JABIL VIETNAM CO. LTD            ,JS010800,Analog,NXP,192077673,MMA8652FCR1,1,4508534758, -   ," 50,544.00 ",11/22/2021 0:00,9/7/2022 0:00,12/16/2023 0:00,0.468,0,108000,0.0,0,0,0,0,198000,108000,6000,3000,3000,DEWWEXW,MM693,"PHAM, CATHY (A-2R)          "
Discrete,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Discrete,DIO,0610-758,SDM20U30Q-7,1,167U62285,536.76,536.76,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.01491,36000,36000,0.0,0,0,0,0,1647000,1641000,3000,3000,3000,DEWWDAP,LL017,"MEDINA, MYLEEN (A-80)       "
Discrete,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Discrete,DIO,0610-758,SDM20U30Q-7,1,167U62286,492.03,492.03,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.01491,33000,33000,0.0,0,0,0,0,1647000,1641000,3000,3000,3000,DEWWDAP,LL017,"MEDINA, MYLEEN (A-80)       "
Discrete,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Discrete,DIO,0610-758,SDM20U30Q-7,1,167U62287,581.49,581.49,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.01491,39000,39000,0.0,0,0,0,0,1647000,1641000,3000,3000,3000,DEWWDAP,LL017,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,KOA,0609-537,RK73B1HTTC101J,1,167U62164,55,55,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.0011,50000,50000,0.0,0,0,0,190000,600000,1170000,10000,10000,10000,DEWWDAP,KK143,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,KOA,0609-537,RK73B1HTTC101J,1,167U62165,55,55,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.0011,50000,50000,0.0,0,0,0,190000,600000,1170000,10000,10000,10000,DEWWDAP,KK143,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,KOA,0609-537,RK73B1HTTC101J,1,167U62166,44,44,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.0011,40000,40000,0.0,0,0,0,190000,600000,1170000,10000,10000,10000,DEWWDAP,KK143,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,KOA,0609-628,RK73H1HTTC2400F,1,167U62193,102,102,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.0017,60000,60000,0.0,0,0,0,0,960000,920000,10000,10000,10000,DEWWDAP,KK143,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,KOA,0609-628,RK73H1HTTC2400F,1,167U62194,119,119,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.0017,70000,70000,0.0,0,0,0,0,960000,920000,10000,10000,10000,DEWWDAP,KK143,"MEDINA, MYLEEN (A-80)       "
Analog,<= 14 Days,12,SINGAPORE,PCI PRIVATE LIMITED              ,PS955305,Analog,AMS,CG166-10059R00,DR2X2K7_LCC_B&W_CERA,1,4510298163,3276,3276,6/21/2022 0:00,6/6/2023 0:00,1/1/2049 0:00,136.5,24,24,0.0,0,0,0,0,552,696,1,1,1,AMIDFCA97,JJ403,"LU, ADELINE (A-01)          "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,YAG,0578-146,AC0201FR-07240RL,1,167U62074,196,196,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.0014,140000,140000,0.0,0,0,0,0,2300000,2270000,20000,10000,10000,DEWWDAP,KK143,"MEDINA, MYLEEN (A-80)       "
Passive,> 14 Days,20,VIETNAM,KEY TRONIC VIET NAM COMPANY      ,KS047201,Passive,KOA,532-0386-00,RK73H2ATTD2R00F,2,12986, -   , 60.00 ,11/22/2022 0:00,5/29/2023 0:00,9/27/2023 0:00,0.0024,0,25000,0.0,0,0,0,0,0,25000,25000,5000,5000,DEWWDAP,KK143,"VO, DUCHIEU (A-2R)          "
Discrete,<= 14 Days,6,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Discrete,DIO,114100560,BAS70-04Q-7-F,1,3100003874..," 1,488.00 "," 1,488.00 ",1/4/2023 0:00,6/12/2023 0:00,6/12/2023 0:00,0.016,93000,93000,0.0,0,0,0,1479000,138000,2541000,3000,3000,3000,ASSAFCA,LL017,"VU, STEVEN (A-2R)           "
Discrete,<= 14 Days,13,SINGAPORE,V.S. ELECTRONICS SDN. BHD        ,VS957805,Discrete,DIO,280063-01-02,DMT5015LFDF-13-53,1,095109,0,2736,5/30/2022 0:00,6/5/2023 0:00,6/5/2023 0:00,0.0684,0,40000,0.0,0,0,0,0,90000,250000,10000,10000,10000,TGMYDAP,LL025,"YAP, TERENCE (A-01)         "
Discrete,> 14 Days,27,SINGAPORE,V.S. ELECTRONICS SDN. BHD        ,VS957805,Discrete,DIO,280063-01-02,DMT5015LFDF-13-53,1,094654,0,1368,5/13/2022 0:00,5/22/2023 0:00,6/26/2023 0:00,0.0684,0,20000,0.0,0,0,0,0,90000,250000,10000,10000,10000,TGMYDAP,LL025,"YAP, TERENCE (A-01)         "
Discrete,> 14 Days,34,SINGAPORE,V.S. ELECTRONICS SDN. BHD        ,VS957805,Discrete,DIO,280063-01-02,DMT5015LFDF-13-53,1,094171,0,1368,4/15/2022 0:00,5/15/2023 0:00,5/15/2024 0:00,0.0684,0,20000,0.0,0,0,0,0,90000,250000,10000,10000,10000,TGMYDAP,LL025,"YAP, TERENCE (A-01)         "
Passive,<= 14 Days,11,VIETNAM,EAST WEST INDUSTRIES VIET NAM LLC,ES017200,Passive,PA3,V818115329,ERJ-8BSFR15V,1,8048106, 356.00 , 356.00 ,8/11/2022 0:00,5/30/2023 0:00,1/1/2049 0:00,0.0356,10000,10000,0.0,0,0,0,5000,10000,30000,10000,5000,5000,DEWWCPT,KK143,"VO, DUCHIEU (A-2R)          "
Passive,<= 14 Days,11,VIETNAM,EAST WEST INDUSTRIES VIET NAM LLC,ES017200,Passive,PA3,V818115329,ERJ-8BSFR15V,1,8046152., 356.00 , 356.00 ,4/27/2022 0:00,5/30/2023 0:00,1/1/2049 0:00,0.0356,10000,10000,0.0,0,0,0,5000,10000,30000,10000,5000,5000,DEWWCPT,KK143,"VO, DUCHIEU (A-2R)          "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,RHM,0609-743,MCR006YLPF2400,1,167U62215,268.8,268.8,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00224,120000,120000,0.0,0,0,0,0,7215000,7815000,15000,15000,15000,DEWWDAP,KK143,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,RHM,0609-743,MCR006YLPF2400,1,167U62216,235.2,235.2,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00224,105000,105000,0.0,0,0,0,0,7215000,7815000,15000,15000,15000,DEWWDAP,KK143,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,RHM,0609-743,MCR006YLPF2400,1,167U62217,134.4,134.4,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00224,60000,60000,0.0,0,0,0,0,7215000,7815000,15000,15000,15000,DEWWDAP,KK143,"MEDINA, MYLEEN (A-80)       "
E-Mech,> 14 Days,138,VIETNAM,EAST WEST INDUSTRIES VIET NAM LLC,ES017200,E-Mech,KEY,V150015349,5112,1,8049960," 5,955.00 "," 5,955.00 ",11/22/2022 0:00,1/31/2023 0:00,1/4/2024 0:00,0.1191,50000,50000,0.0,0,0,0,0,0,50000,1000,1000,1000,DEWWCPT,KK143,"VO, DUCHIEU (A-2R)          "
Discrete,> 14 Days,83,VIETNAM,EAST WEST INDUSTRIES VIET NAM LLC,ES017200,Discrete,MCC,V150017012,MMSZ5254B-TP,1,8045173," 1,656.00 "," 1,656.00 ",3/13/2022 0:00,3/27/2023 0:00,1/1/2049 0:00,0.008,207000,207000,0.0,0,0,0,0,126000,1200000,3000,3000,3000,DEWWCPT,LL001,"VO, DUCHIEU (A-2R)          "
Discrete,> 14 Days,34,VIETNAM,EAST WEST INDUSTRIES VIET NAM LLC,ES017200,Discrete,MCC,V150017012,MMSZ5254B-TP,1,8045913," 1,896.00 "," 1,896.00 ",4/19/2022 0:00,5/15/2023 0:00,1/1/2049 0:00,0.008,237000,237000,0.0,0,0,0,0,126000,1200000,3000,3000,3000,DEWWCPT,LL001,"VO, DUCHIEU (A-2R)          "
Discrete,> 14 Days,110,VIETNAM,EAST WEST INDUSTRIES VIET NAM LLC,ES017200,Discrete,MCC,V150017012,MMSZ5254B-TP,1,8044220," 4,512.00 "," 4,512.00 ",1/16/2022 0:00,2/28/2023 0:00,1/1/2049 0:00,0.008,564000,564000,0.0,0,0,0,0,126000,1200000,3000,3000,3000,DEWWCPT,LL001,"VO, DUCHIEU (A-2R)          "
Passive,> 14 Days,131,SINGAPORE,MICROTRONICS TECHNOLOGY SDN BHD  ,MS027502,Passive,TAY,12063-01-00,TMK316BJ106ML-T,2,4500331348,340,340,12/5/2022 0:00,2/7/2023 0:00,12/19/2023 0:00,0.017,20000,20000,0.0,0,0,0,0,0,20000,2000,2000,2000,ASWWDAP,KK123,"YAP, TERENCE (A-01)         "
Analog,<= 14 Days,13,SINGAPORE,V.S. ELECTRONICS SDN. BHD        ,VS957808,Analog,UBX,C20037-02B-03,SARA-R410M-02B-03,1,094481,0,21880,4/27/2022 0:00,6/2/2023 0:00,1/1/2049 0:00,21.88,0,1000,0.0,0,0,0,0,1250,2250,250,250,250,TGMYDAP,FCC29,"YAP, TERENCE (A-01)         "
